Employee_ID,First_Name,Last_Name,Age,Department,Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
EMP1215,Frank,Jones,30,Admin,Texas,Inactive,26 August 2024,83071.85,frank.jones@example.com,2871539914,Poor,FALSE
EMP1216,Heidi,Brown,40,Sales,Texas,Active,02 August 2020,67914.67,heidi.brown@example.com,6686334140,Excellent,TRUE
EMP1217,Grace,Jones,25,HR,New York,Inactive,09 June 2020,53342.46,grace.jones@example.com,1159319524,Poor,FALSE
EMP1218,Heidi,Garcia,25,Cloud Tech,Florida,Pending,01 February 2023,51150.47,heidi.garcia@example.com,6904098365,Excellent,FALSE
EMP1219,David,Davis,30,HR,Florida,Active,13 June 2023,74697.12,david.davis@example.com,5528993159,Average,TRUE
EMP1220,Charlie,Williams,25,Sales,California,Active,13 December 2022,88085.74,charlie.williams@example.com,8752437728,Excellent,TRUE
EMP1221,Alice,Williams,40,Finance,Texas,Pending,03 March 2022,118672.76,alice.williams@example.com,4209548148,Poor,FALSE
EMP1222,Alice,Miller,35,Cloud Tech,California,Active,02 October 2024,95997.31,alice.miller@example.com,7374605232,Average,FALSE
EMP1223,Frank,Brown,30,Cloud Tech,California,Pending,24 November 2021,106945.62,frank.brown@example.com,276420864,Average,FALSE
EMP1224,Heidi,Johnson,40,DevOps,New York,Active,05 September 2020,100123.15,heidi.johnson@example.com,6756618442,Average,FALSE
EMP1225,Alice,Johnson,35,Admin,Texas,Active,19 December 2024,52933.42,alice.johnson@example.com,8612590471,Poor,TRUE
EMP1226,Grace,Jones,32,Finance,California,Active,22 March 2024,95283.03,grace.jones@example.com,9277423329,Good,FALSE
EMP1227,Alice,Miller,35,HR,Texas,Inactive,13 June 2022,112264.06,alice.miller@example.com,5912662014,Good,FALSE
EMP1228,Grace,Smith,35,Admin,Florida,Pending,15 October 2022,75714.28,grace.smith@example.com,7201859625,Good,TRUE
EMP1229,Eva,Jones,25,DevOps,Florida,Active,31 May 2022,92171.73,eva.jones@example.com,3013674925,Poor,FALSE
EMP1230,Eva,Miller,35,Cloud Tech,Texas,Inactive,15 September 2023,70694.8,eva.miller@example.com,1764750110,Average,TRUE
EMP1231,Grace,Brown,30,DevOps,Florida,Inactive,07 April 2022,52964.86,grace.brown@example.com,1783099973,Good,TRUE
EMP1232,Frank,Brown,32,Finance,California,Pending,06 August 2024,116353.31,frank.brown@example.com,1926764920,Poor,TRUE
EMP1233,Grace,Brown,35,Sales,Nevada,Pending,23 November 2020,116695.26,grace.brown@example.com,5182606887,Good,FALSE
EMP1234,Heidi,Brown,25,Admin,Texas,Active,13 May 2024,95161.4,heidi.brown@example.com,7189813128,Excellent,FALSE
EMP1235,Alice,Brown,32,Admin,Nevada,Inactive,29 January 2022,76040.94,alice.brown@example.com,2087510292,Good,TRUE
EMP1236,Charlie,Miller,32,HR,Florida,Inactive,23 August 2023,69508.28,charlie.miller@example.com,2184011844,Good,FALSE
EMP1237,Alice,Miller,30,Finance,Illinois,Inactive,24 February 2023,58243.27,alice.miller@example.com,8260340847,Average,FALSE
EMP1238,Heidi,Williams,30,Sales,California,Pending,10 February 2022,64012.48,heidi.williams@example.com,7297585987,Poor,TRUE
EMP1239,Bob,Garcia,40,Admin,Nevada,Inactive,28 June 2020,106735.93,bob.garcia@example.com,3103032431,Average,TRUE
EMP1240,Frank,Johnson,35,DevOps,Texas,Pending,15 January 2023,70325.36,frank.johnson@example.com,9839542960,Average,FALSE
EMP1241,Charlie,Davis,30,HR,Illinois,Active,09 May 2020,118959.28,charlie.davis@example.com,8446267145,Average,TRUE
EMP1242,David,Brown,40,Cloud Tech,California,Pending,18 March 2023,75823.78,david.brown@example.com,2831435988,Average,FALSE
EMP1243,Charlie,Smith,32,Cloud Tech,Texas,Inactive,26 March 2022,119971.65,charlie.smith@example.com,2625660930,Average,FALSE
EMP1244,Grace,Davis,40,Sales,Texas,Active,10 November 2021,94963.7,grace.davis@example.com,4181861514,Good,FALSE
EMP1245,Frank,Miller,30,Sales,Nevada,Pending,01 July 2021,103744.71,frank.miller@example.com,5423401635,Average,FALSE
EMP1246,Alice,Smith,25,Sales,New York,Inactive,12 March 2020,61337.69,alice.smith@example.com,1128497184,Average,TRUE
EMP1247,David,Smith,35,Sales,California,Active,28 May 2021,63741.13,david.smith@example.com,9484910255,Poor,TRUE
EMP1248,Eva,Smith,30,DevOps,California,Pending,28 December 2022,56539.99,eva.smith@example.com,2588967923,Excellent,TRUE
EMP1249,Charlie,Williams,30,DevOps,Illinois,Pending,24 May 2023,73633.37,charlie.williams@example.com,822269404,Good,TRUE
EMP1250,Alice,Miller,25,Cloud Tech,Texas,Pending,28 April 2024,90373.99,alice.miller@example.com,3967275783,Good,FALSE
EMP1251,Grace,Smith,32,DevOps,Texas,Inactive,25 December 2024,93901.48,grace.smith@example.com,4683414650,Good,FALSE
EMP1252,Eva,Brown,40,Admin,Nevada,Inactive,09 January 2021,81748.09,eva.brown@example.com,1131290147,Average,TRUE
EMP1253,Charlie,Jones,40,Finance,Florida,Inactive,21 February 2021,73813.48,charlie.jones@example.com,7068277880,Average,FALSE
EMP1254,Frank,Smith,35,Finance,New York,Inactive,20 November 2022,89315.59,frank.smith@example.com,6093068537,Average,FALSE
EMP1255,Heidi,Williams,25,HR,Florida,Active,15 October 2020,56776.82,heidi.williams@example.com,9097283214,Poor,FALSE
EMP1256,Grace,Davis,32,Finance,New York,Active,24 July 2024,72920.51,grace.davis@example.com,2850676250,Excellent,TRUE
EMP1257,Frank,Miller,30,Admin,Florida,Pending,14 August 2022,84913.18,frank.miller@example.com,5381447442,Average,TRUE
EMP1258,Alice,Garcia,25,Finance,Illinois,Inactive,05 August 2021,65060.11,alice.garcia@example.com,963480796,Excellent,TRUE
EMP1259,Alice,Williams,35,Finance,Illinois,Pending,10 September 2023,82941.08,alice.williams@example.com,509754509,Poor,FALSE
EMP1260,Bob,Smith,40,Admin,California,Pending,19 January 2022,103469.97,bob.smith@example.com,5265016730,Good,TRUE
EMP1261,Grace,Miller,25,Sales,Illinois,Active,01 December 2022,88725.6,grace.miller@example.com,8826170242,Average,TRUE
EMP1262,Heidi,Jones,32,HR,Illinois,Pending,06 May 2023,58316.77,heidi.jones@example.com,7654562840,Excellent,TRUE
EMP1263,Grace,Smith,35,HR,Illinois,Inactive,26 March 2024,60098.72,grace.smith@example.com,7722560530,Excellent,TRUE
EMP1264,Grace,Williams,32,Cloud Tech,Texas,Active,10 July 2020,99951.43,grace.williams@example.com,3402665022,Average,TRUE
EMP1265,Heidi,Johnson,30,Sales,Illinois,Active,11 February 2021,115195.81,heidi.johnson@example.com,7416787255,Good,TRUE
EMP1266,Grace,Brown,32,DevOps,California,Pending,19 November 2021,85512.05,grace.brown@example.com,8621102257,Good,FALSE
EMP1267,Heidi,Garcia,32,HR,Florida,Active,24 January 2022,73186.77,heidi.garcia@example.com,305690673,Good,FALSE
EMP1268,Grace,Davis,32,HR,Nevada,Pending,07 December 2023,51865.3,grace.davis@example.com,4716392822,Poor,TRUE
EMP1269,David,Williams,25,Sales,Florida,Active,12 September 2022,94031.77,david.williams@example.com,4143637188,Excellent,TRUE
EMP1270,Grace,Miller,30,DevOps,New York,Active,18 March 2023,116374.36,grace.miller@example.com,2392312603,Excellent,FALSE
EMP1271,Alice,Garcia,40,HR,Florida,Active,25 April 2022,98335.02,alice.garcia@example.com,3260931065,Excellent,FALSE
EMP1272,Heidi,Garcia,25,DevOps,New York,Pending,28 February 2021,89262.07,heidi.garcia@example.com,8433567085,Poor,TRUE
EMP1273,Heidi,Garcia,32,Finance,California,Active,30 July 2022,113848.69,heidi.garcia@example.com,414545634,Excellent,TRUE
EMP1274,Frank,Smith,35,Sales,Florida,Active,19 May 2021,69530.45,frank.smith@example.com,200053473,Poor,TRUE
EMP1275,Eva,Brown,35,DevOps,New York,Pending,14 December 2023,84230.22,eva.brown@example.com,9162475540,Good,TRUE
EMP1276,Eva,Smith,35,Cloud Tech,Illinois,Pending,17 January 2023,76578.59,eva.smith@example.com,1082555988,Average,FALSE
EMP1277,Frank,Miller,30,HR,Texas,Inactive,01 February 2024,55532.06,frank.miller@example.com,5343961128,Excellent,TRUE
EMP1278,Eva,Smith,40,Admin,New York,Pending,07 September 2021,115311.68,eva.smith@example.com,1093371188,Excellent,TRUE
EMP1279,Charlie,Johnson,25,Sales,Nevada,Pending,05 May 2021,66972.06,charlie.johnson@example.com,5473820235,Good,TRUE
EMP1280,David,Brown,30,Cloud Tech,Texas,Inactive,11 July 2021,100215.06,david.brown@example.com,8485571616,Average,TRUE
EMP1281,Charlie,Brown,25,Sales,New York,Inactive,30 August 2023,115452.25,charlie.brown@example.com,6880294239,Poor,FALSE
EMP1282,Heidi,Miller,30,HR,California,Inactive,15 August 2023,54141.38,heidi.miller@example.com,9036788126,Average,FALSE
EMP1283,David,Davis,32,DevOps,Nevada,Active,24 December 2020,79251.95,david.davis@example.com,8686694319,Good,FALSE
EMP1284,Alice,Johnson,40,Finance,New York,Pending,21 November 2024,114822.78,alice.johnson@example.com,2939087883,Good,TRUE
EMP1285,Alice,Williams,35,Sales,Illinois,Active,17 November 2021,69919.32,alice.williams@example.com,4344812307,Average,TRUE
EMP1286,Heidi,Smith,30,Sales,Florida,Inactive,29 January 2021,106616.97,heidi.smith@example.com,3402424032,Poor,FALSE
EMP1287,Heidi,Jones,35,DevOps,New York,Active,17 February 2024,73597.85,heidi.jones@example.com,8105955183,Poor,TRUE
EMP1288,David,Smith,30,Sales,Nevada,Inactive,20 August 2024,79939.23,david.smith@example.com,2694500533,Excellent,TRUE
EMP1289,Grace,Garcia,25,Admin,New York,Inactive,24 October 2021,85155.06,grace.garcia@example.com,2408916497,Poor,FALSE
EMP1290,Grace,Smith,30,Finance,California,Inactive,09 October 2021,90772.25,grace.smith@example.com,3735439626,Average,FALSE
EMP1291,Eva,Williams,35,DevOps,New York,Active,29 September 2023,58275.74,eva.williams@example.com,3652717271,Good,FALSE
EMP1292,Grace,Smith,32,DevOps,California,Pending,28 August 2020,94709.79,grace.smith@example.com,2397240421,Excellent,FALSE
EMP1293,Frank,Johnson,32,Admin,New York,Active,09 June 2022,60722.99,frank.johnson@example.com,6931216375,Excellent,TRUE
EMP1294,Frank,Johnson,40,DevOps,Illinois,Inactive,31 March 2024,87626.24,frank.johnson@example.com,1820916600,Good,TRUE
EMP1295,David,Brown,30,DevOps,Illinois,Active,12 December 2022,81272.36,david.brown@example.com,23142899,Poor,FALSE
EMP1296,Bob,Miller,32,Cloud Tech,Texas,Pending,11 January 2022,64150.97,bob.miller@example.com,1851327971,Good,TRUE
EMP1297,Charlie,Davis,35,Sales,Florida,Active,25 October 2023,64378.1,charlie.davis@example.com,4572308480,Poor,FALSE
EMP1298,Bob,Jones,32,Finance,Texas,Inactive,27 September 2020,85927.35,bob.jones@example.com,18418619,Good,FALSE
EMP1299,Alice,Garcia,32,Finance,Nevada,Inactive,21 January 2024,51523.93,alice.garcia@example.com,3036625435,Average,TRUE
EMP1300,Alice,Smith,30,Sales,Texas,Active,17 May 2022,74117.02,alice.smith@example.com,1721314518,Poor,FALSE
EMP1301,Alice,Smith,25,Finance,Texas,Inactive,17 April 2022,62598.69,alice.smith@example.com,5151092267,Average,TRUE
EMP1302,Grace,Williams,35,Finance,Florida,Inactive,02 August 2022,55617.5,grace.williams@example.com,5926249450,Excellent,TRUE
EMP1303,Charlie,Miller,35,Cloud Tech,New York,Pending,15 March 2022,87018.98,charlie.miller@example.com,4754102251,Good,TRUE
EMP1304,David,Johnson,25,Cloud Tech,California,Inactive,10 November 2023,100336.58,david.johnson@example.com,6771196420,Excellent,TRUE
EMP1305,Grace,Jones,30,Admin,Florida,Inactive,13 November 2020,69295.48,grace.jones@example.com,5226557675,Excellent,FALSE
EMP1306,Bob,Brown,25,DevOps,Florida,Pending,17 April 2024,115536.66,bob.brown@example.com,9523668787,Excellent,TRUE
EMP1307,David,Johnson,30,Cloud Tech,Texas,Pending,03 September 2020,81250.87,david.johnson@example.com,7883619688,Excellent,FALSE
EMP1308,Alice,Garcia,30,DevOps,Texas,Inactive,17 June 2022,66403.75,alice.garcia@example.com,3135030586,Good,FALSE
EMP1309,Alice,Miller,30,Sales,California,Active,28 July 2024,114147.79,alice.miller@example.com,2105524727,Excellent,FALSE
EMP1310,Frank,Garcia,30,HR,New York,Pending,12 March 2022,65472.99,frank.garcia@example.com,6333021259,Good,FALSE
EMP1311,Alice,Davis,32,Sales,Nevada,Active,07 June 2023,97512.51,alice.davis@example.com,6501917919,Good,TRUE
EMP1312,Alice,Brown,35,DevOps,Nevada,Inactive,28 May 2024,86712.41,alice.brown@example.com,2521310961,Average,TRUE
EMP1313,Grace,Davis,30,HR,Florida,Active,25 March 2024,87654.98,grace.davis@example.com,2728476569,Poor,FALSE
EMP1314,David,Williams,35,DevOps,New York,Inactive,28 April 2020,89367.02,david.williams@example.com,4120092819,Poor,FALSE
EMP1315,Charlie,Garcia,40,Admin,California,Active,11 July 2021,95269.41,charlie.garcia@example.com,6678498435,Good,TRUE
EMP1316,Frank,Williams,25,Sales,Nevada,Active,15 April 2020,68792.31,frank.williams@example.com,2418623689,Average,FALSE
EMP1317,Alice,Smith,25,Admin,Illinois,Pending,10 July 2023,89119.53,alice.smith@example.com,3628917755,Good,TRUE
EMP1318,Frank,Davis,35,Cloud Tech,New York,Active,27 February 2024,58212.13,frank.davis@example.com,6205634110,Good,FALSE
EMP1319,Heidi,Miller,30,DevOps,Illinois,Pending,22 February 2021,77764.24,heidi.miller@example.com,5950342810,Good,TRUE
EMP1320,Frank,Garcia,35,Finance,Florida,Pending,21 August 2023,75148.17,frank.garcia@example.com,3904383033,Average,FALSE
EMP1321,Heidi,Jones,40,Cloud Tech,Nevada,Inactive,04 August 2024,108781.18,heidi.jones@example.com,1990970050,Poor,FALSE
EMP1322,Frank,Brown,35,Finance,Texas,Pending,11 April 2024,65489.19,frank.brown@example.com,4054683564,Average,TRUE
EMP1323,Eva,Johnson,32,Sales,Illinois,Pending,05 May 2022,70663.46,eva.johnson@example.com,2156818208,Excellent,FALSE
EMP1324,David,Miller,40,Sales,New York,Inactive,02 January 2023,95822.56,david.miller@example.com,6790422710,Average,FALSE
EMP1325,Eva,Miller,40,DevOps,Nevada,Pending,10 January 2022,82258.03,eva.miller@example.com,3322889856,Average,TRUE
EMP1326,Frank,Williams,30,Admin,Nevada,Pending,27 September 2022,62883.34,frank.williams@example.com,2545960632,Average,FALSE
EMP1327,Alice,Davis,32,Cloud Tech,Texas,Pending,04 September 2020,103503.72,alice.davis@example.com,9912971023,Average,TRUE
EMP1328,David,Garcia,25,DevOps,New York,Active,23 March 2021,85401.3,david.garcia@example.com,8171752420,Poor,TRUE
EMP1329,Heidi,Garcia,40,Cloud Tech,Texas,Pending,02 March 2023,85155.06,heidi.garcia@example.com,4955112746,Excellent,FALSE
EMP1330,Eva,Smith,32,HR,Texas,Pending,23 July 2024,98850.14,eva.smith@example.com,4721970545,Poor,FALSE
EMP1331,Charlie,Smith,25,Cloud Tech,Illinois,Active,05 August 2021,63435.24,charlie.smith@example.com,6927589550,Poor,FALSE
EMP1332,Frank,Brown,35,Finance,Texas,Inactive,04 November 2022,82129.84,frank.brown@example.com,6874090379,Average,FALSE
EMP1333,David,Williams,35,DevOps,Texas,Pending,23 October 2024,95492.61,david.williams@example.com,2146296135,Good,FALSE
EMP1334,Grace,Miller,40,Finance,Illinois,Inactive,24 April 2020,94572.37,grace.miller@example.com,7157787111,Good,FALSE
EMP1335,Bob,Garcia,40,Finance,Nevada,Inactive,03 April 2023,118413.05,bob.garcia@example.com,1663651558,Poor,FALSE
EMP1336,Alice,Jones,30,Admin,Nevada,Pending,31 August 2022,68976.65,alice.jones@example.com,7371470826,Poor,TRUE
EMP1337,Eva,Williams,32,Sales,Nevada,Active,01 February 2021,115013.65,eva.williams@example.com,2359096055,Average,FALSE
EMP1338,David,Brown,32,Admin,Nevada,Inactive,06 June 2020,70949.38,david.brown@example.com,7303064420,Poor,TRUE
EMP1339,Grace,Brown,32,HR,Florida,Pending,13 October 2020,105334.87,grace.brown@example.com,2146147682,Average,FALSE
EMP1340,Bob,Williams,32,DevOps,California,Active,19 July 2020,80596.18,bob.williams@example.com,4201654234,Good,FALSE
EMP1341,Frank,Brown,32,Sales,Illinois,Inactive,05 March 2024,72846.37,frank.brown@example.com,6778265959,Good,TRUE
EMP1342,Heidi,Williams,40,Admin,California,Pending,02 July 2022,80229.36,heidi.williams@example.com,8931992549,Excellent,FALSE
EMP1343,Grace,Johnson,25,Sales,California,Active,31 December 2023,55145.47,grace.johnson@example.com,2727516479,Good,FALSE
EMP1344,Grace,Williams,30,DevOps,Florida,Inactive,01 August 2022,85155.06,grace.williams@example.com,7279103367,Poor,TRUE
EMP1345,Eva,Davis,40,HR,California,Active,28 September 2020,56110.81,eva.davis@example.com,2963533904,Good,FALSE
EMP1346,Grace,Williams,25,Cloud Tech,Texas,Inactive,02 September 2023,56514.5,grace.williams@example.com,5044817765,Average,FALSE
EMP1347,Frank,Brown,40,Cloud Tech,California,Inactive,03 May 2022,104541.84,frank.brown@example.com,5586851275,Good,FALSE
EMP1348,David,Garcia,32,Sales,New York,Pending,18 February 2022,61865.12,david.garcia@example.com,5289286645,Excellent,TRUE
EMP1349,Eva,Davis,40,Admin,Texas,Active,06 September 2022,69317.33,eva.davis@example.com,4911110960,Good,FALSE
EMP1350,Bob,Brown,35,HR,New York,Pending,07 April 2023,84706.17,bob.brown@example.com,7981789045,Average,FALSE
EMP1351,Heidi,Smith,25,Admin,California,Active,21 March 2022,73255.21,heidi.smith@example.com,3378613714,Average,FALSE
EMP1352,Frank,Smith,40,HR,Florida,Pending,05 February 2023,59528.71,frank.smith@example.com,7660538443,Poor,FALSE
EMP1353,David,Garcia,40,HR,New York,Inactive,15 October 2021,70401.37,david.garcia@example.com,4630600024,Good,TRUE
EMP1354,Heidi,Garcia,32,Admin,California,Inactive,28 July 2021,107154.62,heidi.garcia@example.com,8955296385,Average,TRUE
EMP1355,Bob,Davis,32,Admin,Illinois,Pending,01 March 2021,97719.88,bob.davis@example.com,3960962625,Excellent,FALSE
EMP1356,Heidi,Johnson,30,Finance,California,Pending,21 May 2020,107327.59,heidi.johnson@example.com,5826312818,Poor,FALSE
EMP1357,Grace,Garcia,40,Admin,Nevada,Inactive,05 October 2021,67687.72,grace.garcia@example.com,6482531105,Excellent,TRUE
EMP1358,Grace,Smith,40,Cloud Tech,Florida,Pending,09 August 2022,90757.08,grace.smith@example.com,920981959,Good,TRUE
EMP1359,Grace,Williams,32,Cloud Tech,California,Pending,21 July 2024,87583.42,grace.williams@example.com,2752334382,Good,FALSE
EMP1360,Bob,Brown,25,Admin,Nevada,Pending,28 December 2021,61643.69,bob.brown@example.com,6404120910,Good,TRUE
EMP1361,Grace,Smith,35,Finance,Texas,Active,20 July 2020,68111.69,grace.smith@example.com,7911244210,Poor,FALSE
EMP1362,David,Smith,40,HR,Florida,Inactive,30 April 2024,97568.88,david.smith@example.com,7536170616,Average,TRUE
EMP1363,Charlie,Johnson,35,Cloud Tech,Florida,Active,28 August 2021,79118.28,charlie.johnson@example.com,1366572239,Poor,TRUE
EMP1364,Bob,Davis,30,HR,California,Inactive,21 July 2022,104898.9,bob.davis@example.com,2990155798,Excellent,TRUE
EMP1365,Frank,Davis,40,Cloud Tech,Florida,Pending,27 November 2023,81671.3,frank.davis@example.com,8028413907,Poor,TRUE
EMP1366,Alice,Miller,25,Cloud Tech,California,Pending,08 November 2020,97399.75,alice.miller@example.com,882351304,Excellent,FALSE
EMP1367,David,Johnson,32,Admin,Illinois,Active,11 August 2021,89189.43,david.johnson@example.com,2312447314,Poor,TRUE
EMP1368,David,Williams,40,DevOps,New York,Active,08 April 2023,96011.55,david.williams@example.com,8477686341,Average,TRUE
EMP1369,David,Davis,40,Sales,Florida,Inactive,01 October 2020,99331.49,david.davis@example.com,3461994236,Excellent,FALSE
EMP1370,Bob,Brown,32,Cloud Tech,Illinois,Active,19 January 2022,72818.94,bob.brown@example.com,6769459195,Good,TRUE
EMP1371,Eva,Garcia,40,Sales,Nevada,Inactive,05 July 2023,77204.75,eva.garcia@example.com,6395517207,Good,TRUE
EMP1372,Bob,Johnson,35,HR,Florida,Pending,19 December 2020,106961.68,bob.johnson@example.com,4964985600,Poor,FALSE
EMP1373,Eva,Garcia,32,Sales,Texas,Pending,10 January 2020,71923,eva.garcia@example.com,2562531354,Good,TRUE
EMP1374,Bob,Smith,30,HR,Nevada,Active,11 December 2022,77192.43,bob.smith@example.com,2510505378,Excellent,FALSE
EMP1375,Grace,Brown,40,Admin,Florida,Pending,01 May 2023,98540.3,grace.brown@example.com,5381649382,Good,FALSE
EMP1376,Charlie,Brown,32,Admin,Florida,Inactive,14 October 2020,63096.9,charlie.brown@example.com,1849196654,Average,FALSE
EMP1377,Alice,Smith,35,Cloud Tech,Florida,Active,02 March 2021,107065.12,alice.smith@example.com,3307704610,Average,FALSE
EMP1378,Heidi,Johnson,40,DevOps,Florida,Inactive,25 December 2023,108792.43,heidi.johnson@example.com,7295963903,Poor,TRUE
EMP1379,Bob,Smith,32,Cloud Tech,New York,Inactive,03 July 2020,69239.7,bob.smith@example.com,907426087,Excellent,FALSE
EMP1380,Charlie,Garcia,40,Sales,Nevada,Inactive,30 January 2023,85756.42,charlie.garcia@example.com,501716444,Average,TRUE
EMP1381,Eva,Miller,32,HR,Illinois,Active,04 May 2024,100328.62,eva.miller@example.com,5618579063,Average,TRUE
EMP1382,Grace,Brown,25,DevOps,Nevada,Active,09 January 2021,111236.69,grace.brown@example.com,7715910299,Excellent,TRUE
EMP1383,Eva,Jones,35,Cloud Tech,Florida,Active,05 July 2024,106832.22,eva.jones@example.com,2156321357,Good,TRUE
EMP1384,Frank,Jones,32,DevOps,Florida,Active,15 June 2023,59746.45,frank.jones@example.com,40104144,Good,TRUE
EMP1385,David,Garcia,25,Sales,California,Pending,29 July 2021,91780.04,david.garcia@example.com,9642297124,Poor,TRUE
EMP1386,Eva,Williams,35,Sales,California,Pending,23 October 2023,107062.66,eva.williams@example.com,2967188396,Good,TRUE
EMP1387,Grace,Davis,25,HR,Nevada,Active,12 July 2023,110625.52,grace.davis@example.com,7457314414,Excellent,TRUE
EMP1388,Frank,Smith,30,DevOps,Florida,Inactive,18 October 2020,90419.79,frank.smith@example.com,8331170302,Average,TRUE
EMP1389,Grace,Smith,40,Finance,Texas,Pending,15 June 2024,111608.76,grace.smith@example.com,7637153987,Good,TRUE
EMP1390,Eva,Williams,35,Finance,Florida,Inactive,04 June 2023,50173.12,eva.williams@example.com,5472812355,Poor,FALSE
EMP1391,Bob,Williams,40,DevOps,Nevada,Pending,01 March 2022,109507.44,bob.williams@example.com,7983631461,Good,FALSE
EMP1392,Grace,Garcia,30,Finance,New York,Inactive,07 March 2021,72600.56,grace.garcia@example.com,4912711306,Excellent,FALSE
EMP1393,Charlie,Garcia,32,Finance,California,Pending,04 October 2024,53388.65,charlie.garcia@example.com,2407875417,Poor,TRUE
EMP1394,Heidi,Williams,25,Cloud Tech,New York,Inactive,23 July 2022,50047.32,heidi.williams@example.com,1563268684,Good,FALSE
EMP1395,David,Brown,30,DevOps,California,Active,25 November 2024,115290.79,david.brown@example.com,745106633,Poor,FALSE
EMP1396,Frank,Garcia,35,Cloud Tech,California,Pending,21 August 2023,61586.76,frank.garcia@example.com,3629489785,Excellent,FALSE
EMP1397,Eva,Miller,30,Finance,Nevada,Active,12 December 2023,56662.86,eva.miller@example.com,1031310093,Average,TRUE
EMP1398,Bob,Garcia,30,Sales,New York,Pending,24 October 2023,85155.06,bob.garcia@example.com,3181439665,Excellent,TRUE
EMP1399,Frank,Smith,25,Finance,Nevada,Active,09 May 2022,54957.98,frank.smith@example.com,1347323548,Excellent,TRUE
EMP1400,Bob,Garcia,25,HR,California,Inactive,10 July 2020,76790.47,bob.garcia@example.com,4012897431,Excellent,TRUE
EMP1401,Charlie,Brown,30,Cloud Tech,Illinois,Pending,18 January 2020,92722.35,charlie.brown@example.com,5122572075,Excellent,FALSE
EMP1402,Frank,Williams,30,DevOps,Nevada,Active,23 April 2022,93125.32,frank.williams@example.com,5024120956,Average,FALSE
EMP1403,David,Smith,25,Cloud Tech,New York,Active,22 April 2023,101100.64,david.smith@example.com,9073710093,Average,FALSE
EMP1404,Grace,Garcia,35,Admin,New York,Inactive,13 August 2023,55897.41,grace.garcia@example.com,3882211456,Poor,FALSE
EMP1405,Eva,Brown,25,DevOps,California,Active,26 November 2022,92484.88,eva.brown@example.com,7584745704,Good,TRUE
EMP1406,Grace,Miller,35,DevOps,Texas,Active,10 October 2022,77011.99,grace.miller@example.com,4589714801,Average,TRUE
EMP1407,Bob,Garcia,32,Cloud Tech,California,Inactive,27 September 2020,77078.68,bob.garcia@example.com,6325703964,Average,TRUE
EMP1408,Grace,Brown,35,Sales,Nevada,Active,04 November 2024,82971.02,grace.brown@example.com,3136148781,Good,FALSE
EMP1409,Bob,Miller,25,Sales,Texas,Active,20 June 2021,65102.01,bob.miller@example.com,4556964429,Average,TRUE
EMP1410,Grace,Williams,32,HR,Nevada,Pending,23 October 2022,103697.7,grace.williams@example.com,9859167953,Excellent,TRUE
EMP1411,Grace,Garcia,25,DevOps,Illinois,Pending,15 June 2023,60687.63,grace.garcia@example.com,1072728497,Excellent,FALSE
EMP1412,Bob,Miller,32,Admin,New York,Pending,31 October 2021,77351.21,bob.miller@example.com,2474140702,Good,FALSE
EMP1413,Bob,Smith,35,DevOps,Florida,Pending,29 September 2024,66704.62,bob.smith@example.com,4910740649,Poor,TRUE
EMP1414,Grace,Williams,25,Finance,Illinois,Pending,22 April 2020,71650.3,grace.williams@example.com,425488213,Poor,TRUE
EMP1415,Charlie,Smith,25,Cloud Tech,Nevada,Active,12 July 2023,50794.54,charlie.smith@example.com,2369143074,Good,TRUE
EMP1416,Frank,Jones,32,Sales,Nevada,Inactive,12 July 2020,76030.86,frank.jones@example.com,3666144941,Good,TRUE
EMP1417,Eva,Johnson,25,Cloud Tech,California,Inactive,07 November 2021,86669.79,eva.johnson@example.com,9659234267,Excellent,TRUE
EMP1418,Bob,Garcia,40,Finance,Illinois,Inactive,23 April 2020,84972.7,bob.garcia@example.com,3441497825,Poor,TRUE
EMP1419,Frank,Miller,30,HR,Texas,Pending,10 December 2023,100594.49,frank.miller@example.com,6128758574,Average,FALSE
EMP1420,Alice,Johnson,25,Cloud Tech,New York,Active,24 August 2022,75478.35,alice.johnson@example.com,6766708060,Excellent,FALSE
EMP1421,Charlie,Johnson,25,Sales,Nevada,Pending,09 April 2023,79355.85,charlie.johnson@example.com,2943985297,Good,FALSE
EMP1422,Grace,Miller,35,HR,Texas,Pending,02 February 2022,58358.07,grace.miller@example.com,9406260786,Poor,TRUE
EMP1423,Alice,Williams,30,Admin,Illinois,Active,04 January 2022,54824.85,alice.williams@example.com,104159148,Average,FALSE
EMP1424,Eva,Garcia,35,HR,Texas,Pending,24 July 2022,50557.84,eva.garcia@example.com,7501980381,Average,TRUE
EMP1425,Eva,Jones,32,Admin,Florida,Inactive,26 April 2023,118030.04,eva.jones@example.com,8723244078,Excellent,TRUE
EMP1426,David,Smith,32,Admin,New York,Active,19 April 2022,51673.72,david.smith@example.com,3110291812,Poor,FALSE
EMP1427,Alice,Brown,35,Cloud Tech,Nevada,Inactive,10 April 2024,101665.79,alice.brown@example.com,3170876013,Poor,TRUE
EMP1428,David,Smith,32,Admin,Florida,Inactive,05 February 2020,118079.15,david.smith@example.com,6723849790,Good,TRUE
EMP1429,Eva,Brown,25,Cloud Tech,New York,Pending,25 April 2022,99059.28,eva.brown@example.com,6202232882,Poor,FALSE
